监控区域名称,监控区域编号,机组编号,机组名称,机型,是否停用,风机个体标识（43144为风力机）,自然风电场标识,省,备注,风机编号,风机设备功能位置标识
同发风电场,1137212,WT01386,T1_110,G58-850,0,4314401386,FLYJL01,吉林,,G110,FLYJL01G110
同发风电场,1137212,WT01387,T1_111,G58-850,0,4314401387,FLYJL01,吉林,,G111,FLYJL01G111
同发风电场,1137212,WT01388,T1_112,G58-850,0,4314401388,FLYJL01,吉林,,G112,FLYJL01G112
同发风电场,1137212,WT01389,T1_113,G58-850,0,4314401389,FLYJL01,吉林,,G113,FLYJL01G113
同发风电场,1137212,WT01390,T1_114,G58-850,0,4314401390,FLYJL01,吉林,,G114,FLYJL01G114
同发风电场,1137212,WT01391,T1_115,G58-850,0,4314401391,FLYJL01,吉林,,G115,FLYJL01G115
同发风电场,1137212,WT01392,T1_116,G58-850,0,4314401392,FLYJL01,吉林,,G116,FLYJL01G116
同发风电场,1137212,WT01393,T1_117,G58-850,0,4314401393,FLYJL01,吉林,,G117,FLYJL01G117
同发风电场,1137212,WT01394,T1_118,G58-850,0,4314401394,FLYJL01,吉林,,G118,FLYJL01G118
同发风电场,1137212,WT01396,T2_001,G58-850,0,4314401396,FLYJL01,吉林,,G119,FLYJL01G119
同发风电场,1137212,WT01397,T2_002,G58-850,0,4314401397,FLYJL01,吉林,,G120,FLYJL01G120
同发风电场,1137212,WT01398,T2_003,G58-850,0,4314401398,FLYJL01,吉林,,G121,FLYJL01G121
同发风电场,1137212,WT01399,T2_004,G58-850,0,4314401399,FLYJL01,吉林,,G122,FLYJL01G122
同发风电场,1137212,WT01400,T2_005,G58-850,0,4314401400,FLYJL01,吉林,,G123,FLYJL01G123
同发风电场,1137212,WT01401,T2_006,G58-850,0,4314401401,FLYJL01,吉林,,G124,FLYJL01G124
同发风电场,1137212,WT01402,T2_007,G58-850,0,4314401402,FLYJL01,吉林,,G125,FLYJL01G125
同发风电场,1137212,WT01403,T2_008,G58-850,0,4314401403,FLYJL01,吉林,,G126,FLYJL01G126
同发风电场,1137212,WT01404,T2_009,G58-850,0,4314401404,FLYJL01,吉林,,G127,FLYJL01G127
同发风电场,1137212,WT01405,T2_010,G58-850,0,4314401405,FLYJL01,吉林,,G128,FLYJL01G128
同发风电场,1137212,WT01406,T2_011,G58-850,0,4314401406,FLYJL01,吉林,,G129,FLYJL01G129
同发风电场,1137212,WT01407,T2_012,G58-850,0,4314401407,FLYJL01,吉林,,G130,FLYJL01G130
同发风电场,1137212,WT01408,T2_013,G58-850,0,4314401408,FLYJL01,吉林,,G131,FLYJL01G131
同发风电场,1137212,WT01409,T2_014,G58-850,0,4314401409,FLYJL01,吉林,,G132,FLYJL01G132
同发风电场,1137212,WT01410,T2_015,G58-850,0,4314401410,FLYJL01,吉林,,G133,FLYJL01G133
同发风电场,1137212,WT01411,T2_016,G58-850,0,4314401411,FLYJL01,吉林,,G134,FLYJL01G134
同发风电场,1137212,WT01412,T2_017,G58-850,0,4314401412,FLYJL01,吉林,,G135,FLYJL01G135
同发风电场,1137212,WT01413,T2_018,G58-850,0,4314401413,FLYJL01,吉林,,G136,FLYJL01G136
同发风电场,1137212,WT01509,T2_019,G58-850,0,4314401509,FLYJL01,吉林,,G137,FLYJL01G137
同发风电场,1137212,WT01510,T2_020,G58-850,0,4314401510,FLYJL01,吉林,,G138,FLYJL01G138
同发风电场,1137212,WT01511,T2_021,G58-850,0,4314401511,FLYJL01,吉林,,G139,FLYJL01G139
同发风电场,1137212,WT01414,T2_022,G58-850,0,4314401414,FLYJL01,吉林,,G140,FLYJL01G140
同发风电场,1137212,WT01415,T2_023,G58-850,0,4314401415,FLYJL01,吉林,,G141,FLYJL01G141
同发风电场,1137212,WT01416,T2_024,G58-850,0,4314401416,FLYJL01,吉林,,G142,FLYJL01G142
同发风电场,1137212,WT01417,T2_025,G58-850,0,4314401417,FLYJL01,吉林,,G143,FLYJL01G143
同发风电场,1137212,WT01418,T2_026,G58-850,0,4314401418,FLYJL01,吉林,,G144,FLYJL01G144
同发风电场,1137212,WT01419,T2_027,G58-850,0,4314401419,FLYJL01,吉林,,G145,FLYJL01G145
同发风电场,1137212,WT01420,T2_028,G58-850,0,4314401420,FLYJL01,吉林,,G146,FLYJL01G146
同发风电场,1137212,WT01421,T2_029,G58-850,0,4314401421,FLYJL01,吉林,,G147,FLYJL01G147
同发风电场,1137212,WT01422,T2_030,G58-850,0,4314401422,FLYJL01,吉林,,G148,FLYJL01G148
同发风电场,1137212,WT01423,T2_031,G58-850,0,4314401423,FLYJL01,吉林,,G149,FLYJL01G149
同发风电场,1137212,WT01424,T2_032,G58-850,0,4314401424,FLYJL01,吉林,,G150,FLYJL01G150
同发风电场,1137212,WT01425,T2_033,G58-850,0,4314401425,FLYJL01,吉林,,G151,FLYJL01G151
同发风电场,1137212,WT01426,T2_034,G58-850,0,4314401426,FLYJL01,吉林,,G152,FLYJL01G152
同发风电场,1137212,WT01427,T2_035,G58-850,0,4314401427,FLYJL01,吉林,,G153,FLYJL01G153
同发风电场,1137212,WT01428,T2_036,G58-850,0,4314401428,FLYJL01,吉林,,G154,FLYJL01G154
同发风电场,1137212,WT01429,T2_037,G58-850,0,4314401429,FLYJL01,吉林,,G155,FLYJL01G155
同发风电场,1137212,WT01430,T2_038,G58-850,0,4314401430,FLYJL01,吉林,,G156,FLYJL01G156
同发风电场,1137212,WT01431,T2_039,G58-850,0,4314401431,FLYJL01,吉林,,G157,FLYJL01G157
同发风电场,1137212,WT01432,T2_040,G58-850,0,4314401432,FLYJL01,吉林,,G158,FLYJL01G158
同发风电场,1137212,WT01433,T2_041,G58-850,0,4314401433,FLYJL01,吉林,,G159,FLYJL01G159
同发风电场,1137212,WT01434,T2_042,G58-850,0,4314401434,FLYJL01,吉林,,G160,FLYJL01G160
同发风电场,1137212,WT01435,T2_043,G58-850,0,4314401435,FLYJL01,吉林,,G161,FLYJL01G161
同发风电场,1137212,WT01436,T2_044,G58-850,0,4314401436,FLYJL01,吉林,,G162,FLYJL01G162
同发风电场,1137212,WT01437,T2_045,G58-850,0,4314401437,FLYJL01,吉林,,G163,FLYJL01G163
同发风电场,1137212,WT01438,T2_046,G58-850,0,4314401438,FLYJL01,吉林,,G164,FLYJL01G164
同发风电场,1137212,WT01439,T2_047,G58-850,0,4314401439,FLYJL01,吉林,,G165,FLYJL01G165
同发风电场,1137212,WT01440,T2_048,G58-850,0,4314401440,FLYJL01,吉林,,G166,FLYJL01G166
同发风电场,1137212,WT01441,T2_049,G58-850,0,4314401441,FLYJL01,吉林,,G167,FLYJL01G167
同发风电场,1137212,WT01442,T2_050,G58-850,0,4314401442,FLYJL01,吉林,,G168,FLYJL01G168
同发风电场,1137212,WT01443,T2_051,G58-850,0,4314401443,FLYJL01,吉林,,G169,FLYJL01G169
同发风电场,1137212,WT01444,T2_052,G58-850,0,4314401444,FLYJL01,吉林,,G170,FLYJL01G170
同发风电场,1137212,WT01445,T2_053,G58-850,0,4314401445,FLYJL01,吉林,,G171,FLYJL01G171
同发风电场,1137212,WT01446,T2_054,G58-850,0,4314401446,FLYJL01,吉林,,G172,FLYJL01G172
同发风电场,1137212,WT01447,T2_055,G58-850,0,4314401447,FLYJL01,吉林,,G173,FLYJL01G173
同发风电场,1137212,WT01448,T2_056,G58-850,0,4314401448,FLYJL01,吉林,,G174,FLYJL01G174
同发风电场,1137212,WT01449,T2_057,G58-850,0,4314401449,FLYJL01,吉林,,G175,FLYJL01G175
同发风电场,1137212,WT01450,T2_058,G58-850,0,4314401450,FLYJL01,吉林,,G176,FLYJL01G176
同发风电场,1137212,WT01451,T2_059,G58-850,0,4314401451,FLYJL01,吉林,,G177,FLYJL01G177
同发风电场,1137212,WT01452,T2_060,G58-850,0,4314401452,FLYJL01,吉林,,G178,FLYJL01G178
同发风电场,1137212,WT01453,T2_061,G58-850,0,4314401453,FLYJL01,吉林,,G179,FLYJL01G179
同发风电场,1137212,WT01454,T2_062,G58-850,0,4314401454,FLYJL01,吉林,,G180,FLYJL01G180
同发风电场,1137212,WT01455,T2_063,G58-850,0,4314401455,FLYJL01,吉林,,G181,FLYJL01G181
同发风电场,1137212,WT01456,T2_064,G58-850,0,4314401456,FLYJL01,吉林,,G182,FLYJL01G182
同发风电场,1137212,WT01457,T2_065,G58-850,0,4314401457,FLYJL01,吉林,,G183,FLYJL01G183
同发风电场,1137212,WT01458,T2_066,G58-850,0,4314401458,FLYJL01,吉林,,G184,FLYJL01G184
同发风电场,1137212,WT01459,T2_067,G58-850,0,4314401459,FLYJL01,吉林,,G185,FLYJL01G185
同发风电场,1137212,WT01460,T2_068,G58-850,0,4314401460,FLYJL01,吉林,,G186,FLYJL01G186
同发风电场,1137212,WT01461,T2_069,G58-850,0,4314401461,FLYJL01,吉林,,G187,FLYJL01G187
同发风电场,1137212,WT01462,T2_070,G58-850,0,4314401462,FLYJL01,吉林,,G188,FLYJL01G188
同发风电场,1137212,WT01463,T2_071,G58-850,0,4314401463,FLYJL01,吉林,,G189,FLYJL01G189
同发风电场,1137212,WT01464,T2_072,G58-850,0,4314401464,FLYJL01,吉林,,G190,FLYJL01G190
同发风电场,1137212,WT01465,T2_073,G58-850,0,4314401465,FLYJL01,吉林,,G191,FLYJL01G191
同发风电场,1137212,WT01466,T2_074,G58-850,0,4314401466,FLYJL01,吉林,,G192,FLYJL01G192
同发风电场,1137212,WT01467,T2_075,G58-850,0,4314401467,FLYJL01,吉林,,G193,FLYJL01G193
同发风电场,1137212,WT01468,T2_076,G58-850,0,4314401468,FLYJL01,吉林,,G194,FLYJL01G194
同发风电场,1137212,WT01469,T2_077,G58-850,0,4314401469,FLYJL01,吉林,,G195,FLYJL01G195
同发风电场,1137212,WT01470,T2_078,G58-850,0,4314401470,FLYJL01,吉林,,G196,FLYJL01G196
同发风电场,1137212,WT01471,T2_079,G58-850,0,4314401471,FLYJL01,吉林,,G197,FLYJL01G197
同发风电场,1137212,WT01571,T2_080,G58-850,0,4314401571,FLYJL01,吉林,,G198,FLYJL01G198
同发风电场,1137212,WT01472,T2_081,G58-850,0,4314401472,FLYJL01,吉林,,G199,FLYJL01G199
同发风电场,1137212,WT01473,T2_082,G58-850,0,4314401473,FLYJL01,吉林,,G200,FLYJL01G200
同发风电场,1137212,WT01474,T2_083,G58-850,0,4314401474,FLYJL01,吉林,,G201,FLYJL01G201
同发风电场,1137212,WT01475,T2_084,G58-850,0,4314401475,FLYJL01,吉林,,G202,FLYJL01G202
同发风电场,1137212,WT01476,T2_085,G58-850,0,4314401476,FLYJL01,吉林,,G203,FLYJL01G203
同发风电场,1137212,WT01477,T2_086,G58-850,0,4314401477,FLYJL01,吉林,,G204,FLYJL01G204
同发风电场,1137212,WT01478,T2_087,G58-850,0,4314401478,FLYJL01,吉林,,G205,FLYJL01G205
同发风电场,1137212,WT01479,T2_088,G58-850,0,4314401479,FLYJL01,吉林,,G206,FLYJL01G206
同发风电场,1137212,WT01480,T2_089,G58-850,0,4314401480,FLYJL01,吉林,,G207,FLYJL01G207
同发风电场,1137212,WT01481,T2_090,G58-850,0,4314401481,FLYJL01,吉林,,G208,FLYJL01G208
同发风电场,1137212,WT01482,T2_091,G58-850,0,4314401482,FLYJL01,吉林,,G209,FLYJL01G209
同发风电场,1137212,WT01483,T2_092,G58-850,0,4314401483,FLYJL01,吉林,,G210,FLYJL01G210
同发风电场,1137212,WT01484,T2_093,G58-850,0,4314401484,FLYJL01,吉林,,G211,FLYJL01G211
同发风电场,1137212,WT01485,T2_094,G58-850,0,4314401485,FLYJL01,吉林,,G212,FLYJL01G212
同发风电场,1137212,WT01486,T2_095,G58-850,0,4314401486,FLYJL01,吉林,,G213,FLYJL01G213
同发风电场,1137212,WT01487,T2_096,G58-850,0,4314401487,FLYJL01,吉林,,G214,FLYJL01G214
同发风电场,1137212,WT01488,T2_097,G58-850,0,4314401488,FLYJL01,吉林,,G215,FLYJL01G215
同发风电场,1137212,WT01489,T2_098,G58-850,0,4314401489,FLYJL01,吉林,,G216,FLYJL01G216
同发风电场,1137212,WT01490,T2_099,G58-850,0,4314401490,FLYJL01,吉林,,G217,FLYJL01G217
同发风电场,1137212,WT01512,T2_100,G58-850,0,4314401512,FLYJL01,吉林,,G218,FLYJL01G218
同发风电场,1137212,WT01491,T2_101,G58-850,0,4314401491,FLYJL01,吉林,,G219,FLYJL01G219
同发风电场,1137212,WT01492,T2_102,G58-850,0,4314401492,FLYJL01,吉林,,G220,FLYJL01G220
同发风电场,1137212,WT01493,T2_103,G58-850,0,4314401493,FLYJL01,吉林,,G221,FLYJL01G221
同发风电场,1137212,WT01494,T2_104,G58-850,0,4314401494,FLYJL01,吉林,,G222,FLYJL01G222
同发风电场,1137212,WT01495,T2_105,G58-850,0,4314401495,FLYJL01,吉林,,G223,FLYJL01G223
同发风电场,1137212,WT01496,T2_106,G58-850,0,4314401496,FLYJL01,吉林,,G224,FLYJL01G224
同发风电场,1137212,WT01497,T2_107,G58-850,0,4314401497,FLYJL01,吉林,,G225,FLYJL01G225
同发风电场,1137212,WT01498,T2_108,G58-850,0,4314401498,FLYJL01,吉林,,G226,FLYJL01G226
同发风电场,1137212,WT01499,T2_109,G58-850,0,4314401499,FLYJL01,吉林,,G227,FLYJL01G227
同发风电场,1137212,WT01500,T2_110,G58-850,0,4314401500,FLYJL01,吉林,,G228,FLYJL01G228
同发风电场,1137212,WT01501,T2_111,G58-850,0,4314401501,FLYJL01,吉林,,G229,FLYJL01G229
同发风电场,1137212,WT01502,T2_112,G58-850,0,4314401502,FLYJL01,吉林,,G230,FLYJL01G230
同发风电场,1137212,WT01503,T2_113,G58-850,0,4314401503,FLYJL01,吉林,,G231,FLYJL01G231
同发风电场,1137212,WT01504,T2_114,G58-850,0,4314401504,FLYJL01,吉林,,G232,FLYJL01G232
同发风电场,1137212,WT01505,T2_115,G58-850,0,4314401505,FLYJL01,吉林,,G233,FLYJL01G233
同发风电场,1137212,WT01506,T2_116,G58-850,0,4314401506,FLYJL01,吉林,,G234,FLYJL01G234
同发风电场,1137212,WT01507,T2_117,G58-850,0,4314401507,FLYJL01,吉林,,G235,FLYJL01G235
同发风电场,1137212,WT01508,T2_118,G58-850,0,4314401508,FLYJL01,吉林,,G236,FLYJL01G236
同发风电场,1137212,WT01513,T3_001,G58-850,0,4314401513,FLYJL01,吉林,,G237,FLYJL01G237
同发风电场,1137212,WT01514,T3_002,G58-850,0,4314401514,FLYJL01,吉林,,G238,FLYJL01G238
同发风电场,1137212,WT01515,T3_003,G58-850,0,4314401515,FLYJL01,吉林,,G239,FLYJL01G239
同发风电场,1137212,WT01516,T3_004,G58-850,0,4314401516,FLYJL01,吉林,,G240,FLYJL01G240
同发风电场,1137212,WT01517,T3_005,G58-850,0,4314401517,FLYJL01,吉林,,G241,FLYJL01G241
同发风电场,1137212,WT01518,T3_006,G58-850,0,4314401518,FLYJL01,吉林,,G242,FLYJL01G242
同发风电场,1137212,WT01519,T3_007,G58-850,0,4314401519,FLYJL01,吉林,,G243,FLYJL01G243
同发风电场,1137212,WT01520,T3_008,G58-850,0,4314401520,FLYJL01,吉林,,G244,FLYJL01G244
同发风电场,1137212,WT01521,T3_009,G58-850,0,4314401521,FLYJL01,吉林,,G245,FLYJL01G245
同发风电场,1137212,WT01522,T3_010,G58-850,0,4314401522,FLYJL01,吉林,,G246,FLYJL01G246
同发风电场,1137212,WT01523,T3_011,G58-850,0,4314401523,FLYJL01,吉林,,G247,FLYJL01G247
同发风电场,1137212,WT01524,T3_012,G58-850,0,4314401524,FLYJL01,吉林,,G248,FLYJL01G248
同发风电场,1137212,WT01525,T3_013,G58-850,0,4314401525,FLYJL01,吉林,,G249,FLYJL01G249
同发风电场,1137212,WT01526,T3_014,G58-850,0,4314401526,FLYJL01,吉林,,G250,FLYJL01G250
同发风电场,1137212,WT01527,T3_015,G58-850,0,4314401527,FLYJL01,吉林,,G251,FLYJL01G251
同发风电场,1137212,WT01528,T3_016,G58-850,0,4314401528,FLYJL01,吉林,,G252,FLYJL01G252
同发风电场,1137212,WT01529,T3_017,G58-850,0,4314401529,FLYJL01,吉林,,G253,FLYJL01G253
同发风电场,1137212,WT01530,T3_018,G58-850,0,4314401530,FLYJL01,吉林,,G254,FLYJL01G254
同发风电场,1137212,WT01531,T3_019,G58-850,0,4314401531,FLYJL01,吉林,,G255,FLYJL01G255
同发风电场,1137212,WT01532,T3_020,G58-850,0,4314401532,FLYJL01,吉林,,G256,FLYJL01G256
同发风电场,1137212,WT01533,T3_021,G58-850,0,4314401533,FLYJL01,吉林,,G257,FLYJL01G257
同发风电场,1137212,WT01534,T3_022,G58-850,0,4314401534,FLYJL01,吉林,,G258,FLYJL01G258
同发风电场,1137212,WT01535,T3_023,G58-850,0,4314401535,FLYJL01,吉林,,G259,FLYJL01G259
同发风电场,1137212,WT01536,T3_024,G58-850,0,4314401536,FLYJL01,吉林,,G260,FLYJL01G260
同发风电场,1137212,WT01537,T3_025,G58-850,0,4314401537,FLYJL01,吉林,,G261,FLYJL01G261
同发风电场,1137212,WT01538,T3_026,G58-850,0,4314401538,FLYJL01,吉林,,G262,FLYJL01G262
同发风电场,1137212,WT01539,T3_027,G58-850,0,4314401539,FLYJL01,吉林,,G263,FLYJL01G263
同发风电场,1137212,WT01540,T3_028,G58-850,0,4314401540,FLYJL01,吉林,,G264,FLYJL01G264
同发风电场,1137212,WT01541,T3_029,G58-850,0,4314401541,FLYJL01,吉林,,G265,FLYJL01G265
同发风电场,1137212,WT01542,T3_030,G58-850,0,4314401542,FLYJL01,吉林,,G266,FLYJL01G266
同发风电场,1137212,WT01543,T3_031,G58-850,0,4314401543,FLYJL01,吉林,,G267,FLYJL01G267
同发风电场,1137212,WT01544,T3_032,G58-850,0,4314401544,FLYJL01,吉林,,G268,FLYJL01G268
同发风电场,1137212,WT01545,T3_033,G58-850,0,4314401545,FLYJL01,吉林,,G269,FLYJL01G269
同发风电场,1137212,WT01546,T3_034,G58-850,0,4314401546,FLYJL01,吉林,,G270,FLYJL01G270
同发风电场,1137212,WT01547,T3_035,G58-850,0,4314401547,FLYJL01,吉林,,G271,FLYJL01G271
同发风电场,1137212,WT01548,T3_036,G58-850,0,4314401548,FLYJL01,吉林,,G272,FLYJL01G272
同发风电场,1137212,WT01549,T3_037,G58-850,0,4314401549,FLYJL01,吉林,,G273,FLYJL01G273
同发风电场,1137212,WT01550,T3_038,G58-850,0,4314401550,FLYJL01,吉林,,G274,FLYJL01G274
同发风电场,1137212,WT01551,T3_039,G58-850,0,4314401551,FLYJL01,吉林,,G275,FLYJL01G275
同发风电场,1137212,WT01552,T3_040,G58-850,0,4314401552,FLYJL01,吉林,,G276,FLYJL01G276
同发风电场,1137212,WT01553,T3_041,G58-850,0,4314401553,FLYJL01,吉林,,G277,FLYJL01G277
同发风电场,1137212,WT01554,T3_042,G58-850,0,4314401554,FLYJL01,吉林,,G278,FLYJL01G278
同发风电场,1137212,WT01555,T3_043,G58-850,0,4314401555,FLYJL01,吉林,,G279,FLYJL01G279
同发风电场,1137212,WT01556,T3_044,G58-850,0,4314401556,FLYJL01,吉林,,G280,FLYJL01G280
同发风电场,1137212,WT01557,T3_045,G58-850,0,4314401557,FLYJL01,吉林,,G281,FLYJL01G281
同发风电场,1137212,WT01558,T3_046,G58-850,0,4314401558,FLYJL01,吉林,,G282,FLYJL01G282
同发风电场,1137212,WT01559,T3_047,G58-850,0,4314401559,FLYJL01,吉林,,G283,FLYJL01G283
同发风电场,1137212,WT01560,T3_048,G58-850,0,4314401560,FLYJL01,吉林,,G284,FLYJL01G284
同发风电场,1137212,WT01561,T3_049,G58-850,0,4314401561,FLYJL01,吉林,,G285,FLYJL01G285
同发风电场,1137212,WT01562,T3_050,G58-850,0,4314401562,FLYJL01,吉林,,G286,FLYJL01G286
同发风电场,1137212,WT01563,T3_051,G58-850,0,4314401563,FLYJL01,吉林,,G287,FLYJL01G287
同发风电场,1137212,WT01564,T3_052,G58-850,0,4314401564,FLYJL01,吉林,,G288,FLYJL01G288
同发风电场,1137212,WT01565,T3_053,G58-850,0,4314401565,FLYJL01,吉林,,G289,FLYJL01G289
同发风电场,1137212,WT01566,T3_054,G58-850,0,4314401566,FLYJL01,吉林,,G290,FLYJL01G290
同发风电场,1137212,WT01567,T3_055,G58-850,0,4314401567,FLYJL01,吉林,,G291,FLYJL01G291
同发风电场,1137212,WT01568,T3_056,G58-850,0,4314401568,FLYJL01,吉林,,G292,FLYJL01G292
同发风电场,1137212,WT01569,T3_057,G58-850,0,4314401569,FLYJL01,吉林,,G293,FLYJL01G293
同发风电场,1137212,WT01570,T3_058,G58-850,0,4314401570,FLYJL01,吉林,,G294,FLYJL01G294
长岭风电场,1131500,WT02035,A01,UP82-1500,0,4314402035,FLYJL02,吉林,,G001,FLYJL02G001
长岭风电场,1131500,WT02034,A02,UP82-1500,0,4314402034,FLYJL02,吉林,,G002,FLYJL02G002
长岭风电场,1131500,WT02036,A03,UP82-1500,0,4314402036,FLYJL02,吉林,,G003,FLYJL02G003
长岭风电场,1131500,WT02037,A04,UP82-1500,0,4314402037,FLYJL02,吉林,,G004,FLYJL02G004
长岭风电场,1131500,WT02038,A05,UP82-1500,0,4314402038,FLYJL02,吉林,,G005,FLYJL02G005
长岭风电场,1131500,WT02039,A06,UP82-1500,0,4314402039,FLYJL02,吉林,,G006,FLYJL02G006
长岭风电场,1131500,WT02043,A07,UP82-1500,0,4314402043,FLYJL02,吉林,,G007,FLYJL02G007
长岭风电场,1131500,WT02042,A08,UP82-1500,0,4314402042,FLYJL02,吉林,,G008,FLYJL02G008
长岭风电场,1131500,WT02041,A09,UP82-1500,0,4314402041,FLYJL02,吉林,,G009,FLYJL02G009
长岭风电场,1131500,WT02040,A10,UP82-1500,0,4314402040,FLYJL02,吉林,,G010,FLYJL02G010
长岭风电场,1131500,WT02052,A11,UP82-1500,0,4314402052,FLYJL02,吉林,,G011,FLYJL02G011
长岭风电场,1131500,WT02051,A12,UP82-1500,0,4314402051,FLYJL02,吉林,,G012,FLYJL02G012
长岭风电场,1131500,WT02059,A13,UP82-1500,0,4314402059,FLYJL02,吉林,,G013,FLYJL02G013
长岭风电场,1131500,WT02058,A14,UP82-1500,0,4314402058,FLYJL02,吉林,,G014,FLYJL02G014
长岭风电场,1131500,WT02057,A15,UP82-1500,0,4314402057,FLYJL02,吉林,,G015,FLYJL02G015
长岭风电场,1131500,WT02060,A16,UP82-1500,0,4314402060,FLYJL02,吉林,,G016,FLYJL02G016
长岭风电场,1131500,WT02061,A17,UP82-1500,0,4314402061,FLYJL02,吉林,,G017,FLYJL02G017
长岭风电场,1131500,WT02062,A18,UP82-1500,0,4314402062,FLYJL02,吉林,,G018,FLYJL02G018
长岭风电场,1131500,WT02063,A19,UP82-1500,0,4314402063,FLYJL02,吉林,,G019,FLYJL02G019
长岭风电场,1131500,WT02066,A20,UP82-1500,0,4314402066,FLYJL02,吉林,,G020,FLYJL02G020
长岭风电场,1131500,WT02065,A21,UP82-1500,0,4314402065,FLYJL02,吉林,,G021,FLYJL02G021
长岭风电场,1131500,WT02064,A22,UP82-1500,0,4314402064,FLYJL02,吉林,,G022,FLYJL02G022
长岭风电场,1131500,WT02044,A23,UP82-1500,0,4314402044,FLYJL02,吉林,,G023,FLYJL02G023
长岭风电场,1131500,WT02045,A24,UP82-1500,0,4314402045,FLYJL02,吉林,,G024,FLYJL02G024
长岭风电场,1131500,WT02048,A25,UP82-1500,0,4314402048,FLYJL02,吉林,,G025,FLYJL02G025
长岭风电场,1131500,WT02047,A26,UP82-1500,0,4314402047,FLYJL02,吉林,,G026,FLYJL02G026
长岭风电场,1131500,WT02046,A27,UP82-1500,0,4314402046,FLYJL02,吉林,,G027,FLYJL02G027
长岭风电场,1131500,WT02054,A28,UP82-1500,0,4314402054,FLYJL02,吉林,,G028,FLYJL02G028
长岭风电场,1131500,WT02050,A29,UP82-1500,0,4314402050,FLYJL02,吉林,,G029,FLYJL02G029
长岭风电场,1131500,WT02049,A30,UP82-1500,0,4314402049,FLYJL02,吉林,,G030,FLYJL02G030
长岭风电场,1131500,WT02053,A31,UP82-1500,0,4314402053,FLYJL02,吉林,,G031,FLYJL02G031
长岭风电场,1131500,WT02056,A32,UP82-1500,0,4314402056,FLYJL02,吉林,,G032,FLYJL02G032
长岭风电场,1131500,WT02055,A33,UP82-1500,0,4314402055,FLYJL02,吉林,,G033,FLYJL02G033
长岭风电场,1131500,WT05254,B01,UP82-1500,0,4314405254,FLYJL02,吉林,,G034,FLYJL02G034
长岭风电场,1131500,WT05255,B02,UP82-1500,0,4314405255,FLYJL02,吉林,,G035,FLYJL02G035
长岭风电场,1131500,WT05256,B03,UP82-1500,0,4314405256,FLYJL02,吉林,,G036,FLYJL02G036
长岭风电场,1131500,WT05257,B04,UP82-1500,0,4314405257,FLYJL02,吉林,,G037,FLYJL02G037
长岭风电场,1131500,WT05258,B05,UP82-1500,0,4314405258,FLYJL02,吉林,,G038,FLYJL02G038
长岭风电场,1131500,WT05259,B06,UP82-1500,0,4314405259,FLYJL02,吉林,,G039,FLYJL02G039
长岭风电场,1131500,WT05260,B07,UP82-1500,0,4314405260,FLYJL02,吉林,,G040,FLYJL02G040
长岭风电场,1131500,WT05261,B08,UP82-1500,0,4314405261,FLYJL02,吉林,,G041,FLYJL02G041
长岭风电场,1131500,WT05262,B09,UP82-1500,0,4314405262,FLYJL02,吉林,,G042,FLYJL02G042
长岭风电场,1131500,WT05263,B10,UP82-1500,0,4314405263,FLYJL02,吉林,,G043,FLYJL02G043
长岭风电场,1131500,WT05264,B11,UP82-1500,0,4314405264,FLYJL02,吉林,,G044,FLYJL02G044
长岭风电场,1131500,WT05265,B12,UP82-1500,0,4314405265,FLYJL02,吉林,,G045,FLYJL02G045
长岭风电场,1131500,WT05266,B13,UP82-1500,0,4314405266,FLYJL02,吉林,,G046,FLYJL02G046
长岭风电场,1131500,WT05267,B14,UP82-1500,0,4314405267,FLYJL02,吉林,,G047,FLYJL02G047
长岭风电场,1131500,WT05268,B15,UP82-1500,0,4314405268,FLYJL02,吉林,,G048,FLYJL02G048
长岭风电场,1131500,WT05269,B16,UP82-1500,0,4314405269,FLYJL02,吉林,,G049,FLYJL02G049
长岭风电场,1131500,WT05270,B17,UP82-1500,0,4314405270,FLYJL02,吉林,,G050,FLYJL02G050
长岭风电场,1131500,WT05271,B18,UP82-1500,0,4314405271,FLYJL02,吉林,,G051,FLYJL02G051
长岭风电场,1131500,WT05272,B19,UP82-1500,0,4314405272,FLYJL02,吉林,,G052,FLYJL02G052
长岭风电场,1131500,WT05273,B20,UP82-1500,0,4314405273,FLYJL02,吉林,,G053,FLYJL02G053
长岭风电场,1131500,WT05274,B21,UP82-1500,0,4314405274,FLYJL02,吉林,,G054,FLYJL02G054
长岭风电场,1131500,WT05275,B22,UP82-1500,0,4314405275,FLYJL02,吉林,,G055,FLYJL02G055
长岭风电场,1131500,WT05276,B23,UP82-1500,0,4314405276,FLYJL02,吉林,,G056,FLYJL02G056
长岭风电场,1131500,WT05277,B24,UP82-1500,0,4314405277,FLYJL02,吉林,,G057,FLYJL02G057
长岭风电场,1131500,WT05278,B25,UP82-1500,0,4314405278,FLYJL02,吉林,,G058,FLYJL02G058
长岭风电场,1131500,WT05279,B26,UP82-1500,0,4314405279,FLYJL02,吉林,,G059,FLYJL02G059
长岭风电场,1131500,WT05280,B27,UP82-1500,0,4314405280,FLYJL02,吉林,,G060,FLYJL02G060
长岭风电场,1131500,WT05281,B28,UP82-1500,0,4314405281,FLYJL02,吉林,,G061,FLYJL02G061
长岭风电场,1131500,WT05282,B29,UP82-1500,0,4314405282,FLYJL02,吉林,,G062,FLYJL02G062
